mmsi,months_2015
257820690,"1,2,3,4,5,6,7,8,9,10,11,12"
257965890,"4,5,7,8"
258123840,"3,4,5,6,7,8"
259453000,"1,2,3,4,5,6,7,8,9,10,11,12"
259980000,"1,2,3,4,5,6,7,8,9,10,11,12"
261011440,"1,2,3,4,5,8,9,10,11,12"
261025260,"5,6,7,8,9,10,11,12"
265541690,"1,2,3,4,5,6,7,8,9,10,11,12"
265612910,"6,9,10"
265713630,"4,5,6,7,8,9,10,11,12"
266041000,"1,2,3,4,5,6,7,8,9,10,11,12"
269056817,"1,2,3,4,5,6,7,8,9,10"
269665000,"1,2,3,4,5,6,7,8,9,10,11,12"
271042638,"1,2,3,4,5,6,7,8,9,10,11,12"
273212100,"1,2,3,4,5,6,7,8,9,10,11,12"
273340600,"6,7,9,10,11"
273451950,"1,2,3,4,5,6,7,8,9,10,11,12"
273918000,"1,2,3,4,5,6,7,8,9,10,11,12"
2902,"1,2,3,4,5,6,7,8,9,10,11,12"
304965000,"1,2,3,4,5,6,7,8,9,10,11,12"
311000421,"7,8,9,10,11,12"
312715000,"4,5,6,7,8,9,10,11,12"
312786000,"1,2,3,4,5,6,7,8,9,10,11,12"
316005729,"1,2,3,4,5,6,7,8,9,10,11,12"
316027566,"1,2,3,4,5,6,7,8,9,10,11,12"
316028812,"5,6,7,8,10"
319004100,"1,2,3,4,5,6,7,8,9,10,11,12"
338128375,"3,6,7,8,9,10,11,12"
338163334,"1,2,3,4,5,6,7,9,10,11,12"
338167545,"1,2,3,4,5,6,7,8,9,10,11,12"
338929000,"1,2,3,4,5,6,7,8,9,10,11,12"
341061000,"1,2,3,4,5,6,7,8,9,12"
351012000,"1,2,3,4,5,6,7,8,9,10,11,12"
351257000,"1,2,3,4,5,6,7,8,9,10,11,12"
351396000,"1,2,3,4,5,6,7,8,9,10,11,12"
353614000,"1,2,3,4,5,6,7,8,9,10,11,12"
354725000,"1,2,3,4,5,6,7,8,9,10,11,12"
355076000,"1,2,3,4,5,6,7,8,9,10,11,12"
356115000,"1,2,3,4,5,6,7,8,9,10,11,12"
357268000,"4,7,8,9,10,11,12"
364137000,"2,3,8,10,12"
365724434,"2,3,4,5,6,8,9,10,11,12"
365928904,"1,2,3,4,5,6"
366772840,"1,2,3,12"
366834640,"1,2,3,4,5,6,7,8,9,10,11,12"
366888930,"7,8,9,10"
366917120,"1,2,3,4,5,6,7,8,9,10,11,12"
366960680,"1,2,3,4,5,6,7,8,9,10,11,12"
366999640,"1,2,3,4,10,11,12"
367004280,"1,3,4,5,6,7,8,9,10,11,12"
367091750,"1,2,3,4,6,7,11"
367092230,"1,2,3,4,5,6,7,8,9,10,11,12"
367171010,"4,5,6,7,8,9,10,11,12"
367300080,"2,3,5,6,10,11,12"
367339080,"3,4,6,7,8,9,10,11"
367445840,"1,2,3,5,10,11,12"
367481640,"1,2,3,4,5,6,7,8,9,10,11"
367566840,"1,6,7,8,9,10,11,12"
367603710,"1,3,4,10,11,12"
367614560,"1,2,3,4,5,6,7,8,9,10,11,12"
367658770,"3,4,5,6,7,8,9,10"
367659890,"5,6,7,8,9,10,11,12"
369373000,"1,2,3,4,5,6,7,8,9,10,11,12"
370532000,"1,2,3,4,5,6,7,8,9,10,11,12"
372792000,"1,2,3,4,5,6,7,8,9,10,11,12"
374110000,"10,11,12"
374792000,"7,8,9,10,11,12"
376489000,"6,7,8,9,10,11"
376516000,"1,2,3,4,5,6,7,8,9,10,11,12"
376639000,"1,2,3,4,5,6,7,8,9,10,11,12"
405000162,"1,2,3,4,5,6,7,8,12"
414145000,"1,2,3,4,5,6,7,8,9,10,11,12"
416002706,"8,9,10,11,12"
416102000,"1,2,3,4"
416220800,"1,2,3,4,5,6,7,8,9,10,11,12"
419000842,"1,2,3,4,5,6,7,8,9,10,11,12"
419000924,"2,3,4,6,10,11,12"
419118000,"1,2,3,4,5,6,7,8"
420082841,"3,4,5,8,9,10,11,12"
428010000,"1,2,3,4,5,6,7,8,9,10,11,12"
428043000,"1,2,3,4,5,6,7,8,9,10,11,12"
431100886,"1,2,3,4,5,6,7,8,9,10,11,12"
431301482,"7,8,9,10,11,12"
431600008,"7,8,9,10,11,12"
432606000,"1,2,3,4,5,6,7,8,9,10,11,12"
440503700,"1,2,3,4,5,6,7,8,9,10,11,12"
440505720,"1,2,4,5,9,10,11,12"
441439000,"1,2,3,4,5,6,7,8,9,10,11,12"
441960000,"1,2,3,4,5,6,7,8,9,12"
466417000,"9,10,11,12"
477177800,"1,2,3,4,5,6,7,8,9,10,11,12"
477240600,"1,2,3,4,5,6,8,9,10,11,12"
477486400,"1,2,3,4,5,6,7,8,9,10,11,12"
477558000,"1,2,3,4,5,6,7,8,9,10,11,12"
477607800,"1,2,3,4,5,6,7,8,9,10,11,12"
477638800,"1,2,3,4,5,6,7,8,9,10,11,12"
503010580,"1,2,3,4,5,6,7,8,9,10,11,12"
503356200,"2,3,5,7,9,11"
512000344,"1,2,3,4,5,6,7,8,9,10,11"
518943000,"1,2,3,4,5,6,7,8,9,10,11,12"
525018099,"1,2,3,4,5,6,7,8,9,10,11,12"
533060900,"1,2,3,4,5,6,7,8,9,10,11,12"
533170036,"2,3,8,9,10,11,12"
533808000,"1,2,3,4,5,6,7,8,9,10,11,12"
538002511,"1,2,3,4,5,6,7,8,9,10,11,12"
538003041,"1,2,3,4,5,6,7,8,9,10,11,12"
538003223,"1,2,3,4,5,6,7,8,9,10,11,12"
538003438,"1,2,3,4,5,6,7,8,9,10,11,12"
538003850,"1,2,3,4,5,6,7,8,9,10,11,12"
538003987,"1,2,3,4,5,6,7,8,9,10,11,12"
538004019,"1,2,3,4,5,6,7,8,9,10,11,12"
538005034,"1,2,3,4,5,6,7,8"
538006028,"3,4,5,6,7,8,9,10,11,12"
538090056,"1,2,3,4,5,6,7,8,9,10,11,12"
548811000,"1,2,3,4,5,6,7,8,9,10,11,12"
563003460,"1,2,3,4,5,6,7,8,9,10,11,12"
564345000,"1,2,3,4,5,6,7,8,9,10,11,12"
565101000,"1,2,3,4,5,6,7,8,9,10,12"
565787000,"1,2,3,4,5,6,7,8,9,10,11,12"
566115000,"1,2,3,4,5,6,7,8,9,10,11,12"
566128000,"1,2,3,4,5,6,7,8,9,10,11,12"
566189000,"1,2,3,4,5,6,7,8,9,10,11,12"
572428210,"1,4,5,6,7,8,9,10,11,12"
603100174,"9,10,11,12"
616963000,"1,2,3,4,5,6,7,8,9,10,11,12"
634118000,"1,2,3,4,5,6,7,8,9,10,11,12"
636012596,"1,2,3,4,5,6,7,8,9,10,11,12"
636013805,"1,2,3,4,5,6,7,8,9,10,11,12"
636014194,"1,2,3,4,5,6,7,8,9,10,11,12"
636015171,"1,2,3,4,5,6,7,8,9,10,11,12"
636015895,"1,2,3,4,5,6,7,8,9,10,12"
636016778,"1,2,3,4,5,6,7,8,9,10,11,12"
636091750,"1,2,3,4,5,6,7,8,9,10,11,12"
636091847,"1,2,3,4,5,6,7,8,9,10,11,12"
667001418,"7,8,9,10,11,12"
701000872,"1,2,3,4,6,7,8,9,10,11,12"
701006244,"1,2,3,4,5,6,7,8,9,10,11"
701103000,"1,2,3,4,5,6,7,8,9,10,11,12"
710000014,"1,2,3,4,5,6,7,8,9,10,11,12"
710444444,"1,2,3,4,5,8,9,10,11,12"
725001218,"1,2,3,4,5,6,7,8,9,11,12"
815020261,"5,8,9"
913041156,"1,2,5,9"
