mmsi,months_2015
247229700,"1,2,3,4,5,6,7,8,9,10,11,12"
247238900,"1,2,3,4,6,8,9,12"
247323200,"1,2,3"
247353600,"6,7,8,9,10"
251833940,"1,2,4,11,12"
255805540,"1,2,3,4,5,6,7,8,9,10,11,12"
255805684,"3,4,5,6,7,8,9,10,12"
256221000,"1,2,3,4,5,6,7,8,9,10,11,12"
257188000,"1,2,3,4,5,6,7,8,9,10,11,12"
258849000,"1,2,3,4,5,6,7,8,9,10,11,12"
259244000,"1,2,3,4,5,6,7,8,9,10,11,12"
259674000,"1,2,3,4,5,6,7,8,9,10,11,12"
265644320,"1,2,3,4,5,6,7,8,9,10,11,12"
269057320,"1,2,3,4,5,6,7,8,9,10,11,12"
271000278,"1,3,4,5,6,7,8,9,10,11,12"
271002039,"1,2,3,4,5,6,7,8,9,10,11,12"
271002141,"8,9,10,11"
271002480,"1,2,3,4,5,6,7,8,9,10,11,12"
271010036,"1,2,3,6,7,8,9,10,11,12"
271040865,"6,7,8,9,11"
271044221,"6,7,8,9,10,11,12"
271072875,"1,2,3,9,10,11,12"
273320100,"1,2,3,4,5,6,7,8,9,10"
273326070,"6,7,8,9,10,11"
273343610,"1,2,3,4,5,6,7,9,10,11,12"
273378130,"1,2,3,4,5,6,7,8,9,10,11,12"
273424120,"1,2,3,4,5,6,7,8,9,10,11,12"
309275000,"1,2,3,4,5,6,7,8,9,10,11,12"
311040800,"1,2,3,4,5,6,7,8,9,10,11,12"
312044000,"1,2,3,4,5,6,7,8,9,10,11,12"
314187000,"1,2,3,4,5,6,7,8,9,10,11,12"
316012247,"4,5,6,7,9,11,12"
316026195,"7,8,9,10,11,12"
316026269,"1,2,3,4,5,6,7,8,10,11,12"
319068200,"1,2,3,4,5,6,7,8,9,10,11,12"
338175418,"4,5,6,7,8,9"
338181123,"3,4,5,6,7,8,9,10,11,12"
338386000,"1,2,3,4,5,6,7,8,9,11,12"
345070404,"1,2,3,4,5,6,7"
351612000,"1,2,3,4,5,6,7,8,9,10,11,12"
351682000,"1,2,3,4,5,6,7,8,9,10,11,12"
351684000,"1,2,3,4,5,6,7,8,9,10,11,12"
351896000,"1,2,3,4,5,6,7,8,9,10,11,12"
352278000,"1,2,3,4,5,6,7,8,9,10,11,12"
352793000,"1,2,3,4,5,6,7,8,9,10,11,12"
353399000,"1,2,3,4,5,6,7,8,9,10,11,12"
355229000,"5,7,8,9,10,11"
357467000,"1,2,3,4,5,6,7,8,9,10,11,12"
366748260,"3,5,6,7,8,9,10,11,12"
366840330,"5,6,7"
366903030,"1,2,3,4,5,6,7,8,9,10,11,12"
367049000,"1,3,5,6,7,8,9,10,11,12"
367111870,"1,2,3,4,5,6,7,8"
367424360,"5,6,7,8,10"
367532830,"1,2,3,4,5,6,7,8,9,10,11,12"
367545060,"7,8,9,10,11,12"
367578770,"1,2,3,4,5,6,7,8,9,10,11,12"
367595180,"1,2,3,4,5,6,7,8,9,10,11,12"
367625820,"6,7,8"
368247000,"1,2,3,4,5,6,7,8,9,10,11,12"
371993000,"1,2,3,4,5,6,7,8,9,10,11,12"
372815000,"1,2,3,4,5,6,7,8,9,10,11,12"
373014000,"1,2,3,4,5,6,7,8,9,10,11,12"
375226000,"1,2,3,4,5,6,7,8,9,10,11,12"
378158000,"1,2,3,4,5,6,7,8,9,11,12"
403117000,"1,2,3,4,5,6,7,8,9,10,11,12"
403289000,"1,2,3,4,5,8,9,10,11,12"
403702310,"1,2,3,4,5,6,7,8,9,10,11,12"
408327000,"1,2,3,4,5,6,7,8,9,10,11,12"
41202506,"2,3,4,7,8,10,11"
412055008,"3,4,5,6,7,8,9,10,11,12"
412205651,"5,8,9,10,11"
412214558,"3,4,5"
412258000,"6,7,8,9,12"
412281451,"8,9,10"
412284636,"3,4,5"
412330291,"4,5,9,10,11,12"
412331957,"4,5,8,9"
412349395,"4,5,9,10,11,12"
412354920,"1,2,3,4,5,6,7,8,9,10,12"
412416298,"1,2,3,4,8,11,12"
412422173,"1,3,4,5,8"
412422926,"4,5,9,10,11,12"
412423257,"1,2,3,4,5,7,8,9,10,11,12"
412431147,"4,5,11"
412437777,"1,4,5,12"
412438123,"4,5,7,11"
412438724,"3,4,5"
412450642,"2,8,9,10"
412450765,"1,2,3,4,8,9,10,11,12"
412451798,"1,2,3,11"
412460206,"1,2,4,5,8,9,10,11,12"
412474090,"1,4,5,6"
413021007,"1,3,4,5,7,8"
413053560,"9,10,11,12"
413203840,"3,4,5,6,7,8,9,10,11,12"
413275972,"1,2,3,4,5,6,7,8,9,10,11,12"
413286900,"7,8,9,10,11,12"
413352290,"1,2,3,4,5,6,7,8,9,10,11,12"
413355540,"1,2,3,4,5,6,7,8,9,10,11,12"
413405390,"1,2,3,4,5,6,7,8,9,10,11,12"
413412620,"1,2,3,4,5,6,7,8,9,10,11,12"
413455660,"1,2,3,4,5,6,7,8,9,10,11,12"
413468210,"1,2,3,4,5,6,7,8,9,10,11,12"
413699920,"1,2,3,4,5,6,7,8,9,10,11,12"
413760167,"3,4,6,7,8,10,11,12"
413762174,"1,2,3,4,5,6,7,8,9,12"
413763442,"1,3,4,5,7,8,9,10,11,12"
413767114,"1,3,4,8,9,11,12"
413769099,"1,3,4,5,6,7,8,9"
413769342,"2,4,7,12"
413772262,"6,8,10,11,12"
413780451,"1,2,3,4,5,6,9"
413786661,"1,2,3,4,5,8,9"
413789241,"4,6,7"
413789424,"1,2,3,4,5,6,7,9,10,11,12"
413801486,"1,2,3,4,5,6,7,8,9,10,11,12"
413806106,"1,2,3,4,5,6,8,11,12"
413807511,"1,2,3,4,5,7,8,9,11"
413810157,"4,5,7,8,9,10"
413812104,"2,4,5,8,10"
413815211,"3,4,7,8,9,10,11,12"
413818555,"1,2,3,4,5,6,7,8,9,10,11,12"
413819268,"1,3,4,5,8,12"
413821764,"1,3,4,5,6,7,8,9,10,11,12"
413824535,"4,6,7,8,12"
413824757,"1,2,3,4,5,6,7,9,10,11"
413825093,"7,8,9,10"
413825466,"1,3,4,5,6,7,8,9,10,11,12"
413827536,"1,2,3,4,5,6,7,8,9,10,11,12"
413828158,"4,5,6,7,8,9,10,11,12"
413900085,"1,3,5,6,7,8,9"
413902547,"1,2,3,4,5,6,7,8,9"
413902616,"2,3,4,5,6,7,8,9"
413902945,"1,2,3,4,5,6,7,8,9"
413906419,"1,2,3,4,5,6,7,8,9,10,11,12"
413948000,"1,2,3,4,5,6,7,8,9,10,11,12"
413994918,"1,2,3,4,5,6,7,8,9,10,11"
414001075,"5,9,10,11"
414759000,"1,2,3,4,5,6,7,8,9,10,11"
416000487,"1,2,4,5,6,8"
416004693,"1,2,3,4,5,6,7,8,9,10,11,12"
416039500,"1,2,3,4,5,6,7,8,9,10,11,12"
416458613,"5,9,10,11,12"
419000883,"1,2,3,4,5,6,7,8,9,10,11,12"
419095500,"2,3,4,5,6,7,8,10,11,12"
422041200,"1,2,3,4,5,6,7,8,9,10,11,12"
423191100,"1,2,3,5,6,7,8,9,11,12"
423357100,"1,2,3,4,5,6,7,8,9,10,11,12"
431680066,"6,9,10,11,12"
432525000,"2,3,7,8,9,10"
432996000,"1,2,3,4,5,6,7,8,9,10,11,12"
440100890,"1,2,3,4,5,6,7,8,9,10,11,12"
440120270,"2,3,4,5,6,7,8,9,10,11,12"
440133360,"2,3,4,5,6,7,8,9,10,11,12"
440154490,"1,2,3,4,5,6,7,8,9,12"
440216160,"3,4,5,6,8,9,10,11,12"
440322840,"3,7,8,9,10"
441192000,"1,2,3,4,5,6,7,8,9,10,11,12"
441782000,"1,2,3,4,5,6,7,8,9,10,11,12"
445184000,"6,8,9,10,11,12"
457688000,"1,2,3,4,5,6,7,8,9,10,11,12"
477144400,"1,2,3,4,5,6,7,8,9,10,11,12"
477242400,"1,2,3,4,5,6,7,8,9,10,11,12"
477257800,"1,2,3,4,5,6,7,8,9,10,11,12"
477413400,"1,2,3,4,5,6,7,8,9,10,11,12"
477454600,"6,7,8,9,12"
477477100,"6,7,8,9,10,11,12"
477726600,"1,2,3,4,5,6,7,8,9,10,11,12"
477767600,"1,2,3,4,5,6,7,8,9,10,11,12"
503000050,"1,2,3,4,5,6,7,8,9,10,11,12"
503408000,"1,2,3,4,5,6,7,8,9,10,11,12"
503457800,"2,3,4"
503538700,"1,2,3,4,5,6,7,8,9,10,11,12"
510851668,"3,8,9,10,11,12"
515321000,"1,2,3,4,5,6,7,8,9,10,11,12"
538004593,"1,2,3,4,5,6,7,8,9,10,11,12"
538004788,"2,3,4,5,6,7,8,9,10,11"
540010800,"1,2,3,4,5,6,7,8,9,10,11,12"
563529000,"1,2,3,4,5,6,7,8,9,10,11,12"
565017000,"1,2,3,4,5,6,7,8,9,10,11,12"
565736000,"1,2,3,4,5,6,7,8,9,10,11,12"
566885000,"1,2,3,4,9,10,11,12"
574100006,"9,10,11,12"
622122402,"1,2,3,4,5,6,7,8,9,10"
636011247,"1,2,3,4,5,6,7,8,9,10,11"
636090655,"1,2,3,4,5,6,7,8,9,10,11,12"
636091349,"1,2,3,4,5,6,7,8,9,10,11,12"
671638000,"8,9,10,11,12"
710005981,"7,8,9,10,11,12"
710008410,"1,2,3,4,5,6,7,8,9,10,11,12"
714430001,"10,11,12"
725001123,"1,2,3,4,5,6,7,8,9,10,11,12"
770576229,"1,2,3,4,5,6,7,8,9,10,11,12"
900003051,"1,2,3,4,5"
900030051,"1,2,4"
900032011,"1,2,3,4"
91602,"5,6,7,8,9,10,11,12"
