mmsi,months_2015
244690305,"1,2,3,8,9,10,11,12"
244700620,"1,2,3,4,5,6,7,8,9,10,11,12"
244730036,"3,4,5,6,7,8,9,10,11,12"
244740307,"1,3,4,5,6,7,8,9,10,11,12"
244740816,"5,6,7,8"
244750203,"1,2,3,4,5,6,7,8,9,10,11,12"
244750238,"3,4,5"
244780938,"1,2,3,4,5,6,7,8"
244810108,"4,5,6,7,8,9,10,11,12"
244810559,"3,4,5,6,7,8,9,10"
244850890,"6,7,8"
244860469,"6,7,8,9,10,11,12"
247083960,"5,6,7,8"
247087110,"1,2,3,4,5,6,7,8,10,11,12"
247090830,"1,2,3,4,5,6,7,8,9,10,11,12"
247103020,"7,8,9,10,11,12"
247114680,"3,4,5,6"
247138800,"1,2,3,4,5,6,7,8,9,10,11,12"
247142930,"2,3,4,10,12"
247150940,"1,2,3,4,5,6,7,8,9,10,11,12"
247166800,"1,2,3,4,5,6,7,8,9,10,11,12"
247235300,"1,2,3,4,5,6,7,8,9,10,11,12"
250002088,"5,10,12"
251538840,"4,5,6,7,8"
251837540,"6,7,8"
253063000,"1,2,3,4,5,6,7,8,9,11"
256000087,"1,2,3,4,5,6,8,9,10,11,12"
256730000,"1,2,3,5,6,7,8,9,10,11,12"
257044840,"1,2,3,4,5,6,7,8,9,10,11,12"
257127700,"2,4,8,9,10,11"
257130920,"1,2,3,8,9,10"
257190440,"1,2,3,4,7,8,9,10,11,12"
257201020,"1,2,3,4,5,6,7,8,9,10,11,12"
257243800,"1,2,3,4,5,6,7,8,9,10,11,12"
257246400,"1,2,3,4"
257461920,"6,7,8,9,10,11,12"
257735800,"3,6,7,8,9,10,11,12"
258150660,"3,4,5,6,7,8"
258239000,"1,2,3,4,5,6,7,8,9"
258632000,"1,2,3,4,5,6,7,8,9,10,11,12"
261026140,"1,2,3,4,5,6,7,8,9,10,11,12"
261027960,"1,2,3,4,5,6,7,8,9,11,12"
263411550,"4,5,6,7,8,9,10"
263602552,"1,2,3,4,5,6,7,8,9,10,11,12"
265520430,"3,4,5,6,7,8,9,10,11,12"
265546940,"1,2,3,4,5,6,7,8,9,10,11,12"
265609570,"1,2,3,4,5,6,7,8,9,10,11,12"
265690620,"5,6,7,8,9,10,11,12"
265707360,"6,7,8"
265753370,"7,8,9,10,11"
265865000,"1,2,3,4,5,6,7,8,9,10,11,12"
269057270,"1,2,3,4,5,6,7,8,9,10,11,12"
269101850,"4,5,6,7"
269417000,"1,2,3,4,5,7,12"
270325000,"1,2,3,4,5,6,7,8,9,10,11,12"
271010074,"1,2,3,4,5,6,7,8,9,10,11,12"
271010796,"1,2,3,4,5,6,7,8,9,10,11,12"
271043423,"1,2,4,5,6,7,9"
271072122,"1,7,8,9,10,11,12"
273210600,"1,2,3,5,6,8,9,10,11,12"
273337290,"6,7,8"
273342930,"4,5,6,7,8,9,10,11"
273355671,"1,2,3,4,5,6,7,8,9,10,11,12"
273424120,"1,2,3,4,5,6,7,8,9,10,11,12"
273914200,"1,2,3,4,5,7,8,9,10,11,12"
277304000,"1,2,3,4,9,10"
309309000,"1,2,3,4,5,6,7,8,9,10,11,12"
310174000,"6,7,8,9"
311023600,"1,2,3,4,5,6,7,8,9,10,11,12"
316008224,"4,5,6,7,8,9,10,11,12"
316020934,"1,2,3,4,5,6,7,8,9,10,11"
316021931,"6,7,8,9"
316026506,"2,3,4,6,11,12"
319018100,"1,2,3,4,5,6,7,8,9,10,11,12"
319046300,"6,7,8,9"
319100000,"1,2,3,4,5,6,7,8,9,10,11,12"
319304000,"1,2,3,4,5,6,7,8,9,10,11,12"
319560000,"1,2,3,4,5,6,7,8,9,10,11,12"
319566000,"6,7,8,9,10"
325303000,"2,3,4,5,6,7,8,12"
329002303,"2,3,4,5,6,7"
331478000,"1,2,3,4,5,6,7,8,9,10,11,12"
333301516,"1,2,3,6,7,12"
338088498,"1,2,4,5,6,7,8,10,11,12"
338108757,"3,4,5"
338116379,"1,4,5,6,7,8,9"
338150367,"1,2,3,4,5,6,7,8,9,10,11,12"
338166449,"4,5,6,7,8,9,11"
338194649,"7,8,9,10"
338955000,"1,2,3,4,5,6,7,8,9,10,11,12"
341489000,"1,2,3,4,5,6,7,8,9,10,11,12"
345050013,"1,2,3,4,5"
351946000,"2,4,5,6,7,8,9,10"
354443000,"1,2,3,5"
366444090,"1,2,3,4,5,6,7,8,9,10,11"
366666180,"1,2,3,4,5,6,7,8,9,10,11,12"
366802920,"1,2,3,4,6,7,8,10"
366873510,"1,2,3,4,5,6,7,8,9,10,11,12"
366891960,"1,2,3,4,5,6,7,8,9,10,11,12"
366896390,"1,2,3,4,5,6,7,8,9,10,11,12"
366902270,"2,3,4,7,10,11"
366933870,"1,2,3,4,5,6,7,8,9,10,11,12"
366943510,"1,2,3,4,5,6,7,8,9,10,11,12"
366954150,"1,2,3,4,5,6,7,8,9,10,11,12"
366970810,"1,2,3,4,5,6,7,8,9,10,11,12"
366986310,"9,10,11,12"
366995080,"1,2,4,6,7,8,9,10,11,12"
367007090,"1,2,3,4,5,6,7,8,9,10,11,12"
367010480,"1,4,5,6,7,8"
367029870,"1,2,3,4,5,6,7,8,9,10,11,12"
367117670,"4,5,6,7,8,9"
367138730,"1,2,3,4,5,6,7,8,9,10,11,12"
367168140,"1,2,3,4,5,6,8,10,11"
367185930,"6,7,8"
367195630,"1,2,3,4,5,6,7,8,9,10,11,12"
367300590,"1,2,3,4,5,6,7,8,9,10,11,12"
367332250,"1,2,3,4,5,6,7,8,9,10,11"
367362960,"1,2,3,4,5,6,7,8,9,10,11,12"
367375970,"1,2,3,4,5,6,7,8,9,10,11,12"
367376170,"2,5,6,7,8,9,11"
367424750,"1,2,3,4,5,6,7,8,9,10,11,12"
367428170,"1,2,3,4,5,6,7,8,9,10,11,12"
367428850,"4,5,6,7,8,9,10"
367465270,"1,2,3,4,5,6,7,8,9"
367465650,"1,2,3,4,5,6,7,8,9,10,11,12"
367470230,"5,6,9,10,11,12"
367480210,"1,2,3,4,5,6,7,8,9,10,11"
367511370,"1,2,3,4,8,10,12"
367512790,"6,7,8"
367543450,"1,2,3,4,6,7,8,9"
367544620,"1,2,3,4,5,6,7,8,9,10,11,12"
367547330,"1,2,3,4,5,6,7,8,9,10,11,12"
367553550,"1,2,3,4,5,6,7,11,12"
367555640,"1,2,4,5,6,7,8,9,10"
367585110,"1,2,3,4,5,6,7,8,9,10,11,12"
367586240,"7,8,9,10,11"
367590460,"1,2,3,4,5,7,8,10,11,12"
367599320,"3,4,5,6,7,8,9,10,11,12"
367618250,"1,2,3,4,5,6,7,8,11"
367624890,"2,3,4,5,6,7,8,9,10,11,12"
367644750,"2,4,5,12"
367660060,"3,4,5,6,7,8,9,10,11,12"
367684290,"9,11,12"
367689620,"9,10,11,12"
369960001,"3,5,6,7,8,9,10,11"
370700000,"1,2,3,4,5,6,7,8,9,10,11,12"
372338000,"1,2,3,4,5,6,7,8,9,10,11,12"
373595000,"1,2,3,4,5,6,7,8,9,10,11,12"
375044000,"3,4,5,6,7,8,9,10,11"
375524000,"3,4,5,6,7,8,9,10,11,12"
376663000,"1,2,3,4,5,6,7,8,9,10,11,12"
377901028,"1,2,3,4,5,6,7,8,9,10,11,12"
378111527,"1,2,3,4,5,6,7,8,9,10,11,12"
378112231,"4,5,6,7,8,9,10,11,12"
378326000,"1,2,3,4,5,6,7,8,9,10,11,12"
41000000,"10,11,12"
410101116,"3,11,12"
415009980,"1,3,4,5,6,7,8"
416003656,"1,2,3,4,11,12"
416238900,"2,3,4,5,6,7,8,9,10,11,12"
419000117,"7,8,9"
419000298,"1,2,3,5,6,7,8,9,10,11,12"
419000613,"1,2,3"
419000920,"5,6,7,8,9,10,11,12"
419007000,"1,2,3,4,5,6,7,8,9,10,11,12"
430055668,"1,3,4,8"
431004101,"10,11,12"
431004171,"1,2,3,4,5,6,7,8,9,10,11,12"
431005206,"1,2,3,4,5,6,10,11,12"
431501176,"3,6,7,8,9,10,11,12"
431600078,"2,3,7,8,9,10,11,12"
431600309,"1,2,3,4,5,6,7,8,9"
432561000,"3,4,5,6,7,9,10,11"
440146060,"1,2,3,4,5,6,7,8,9,10,11,12"
440303770,"1,2,3,4,5,6,7,8,9,10,11,12"
440304820,"1,2,8,12"
440305290,"2,3,4,8,12"
440310920,"9,10,11,12"
440315750,"1,2,3,8,9"
44750576,"5,6,7,8"
455376000,"2,3,4,5,6,7,8,9,10,11,12"
466043000,"4,5,6,7,8,9,10,11,12"
466194000,"2,3,4,5,6,7,8,9,10,11,12"
477000000,"1,4,5,6,7,8,9,10,11,12"
477389800,"1,2,3,4,5"
478103000,"1,2,3,4,5,6,7,8,9,10,11,12"
489,"1,2,3,4,5,8"
503004740,"1,2,3,4,5,6,7,8,9,10,11,12"
503013720,"7,8,9,10,11,12"
503015040,"10,11,12"
503069300,"2,3,4,5,6,8,9,10,11,12"
503379900,"1,3,4,7,12"
503438000,"1,2,3,4,5,6,7,8,9,10,11,12"
503550500,"1,4,10,11,12"
503589800,"1,2,3,4,5,6,7,8,10,11,12"
503670000,"1,2,3,4,5,6,7,8,9,11,12"
503687300,"1,2,3,4,5,6,7,8,9,10,11,12"
503690000,"1,2,3,4,5,6,7,8,9,10,11,12"
512000061,"1,2,3,4,5,6,7,8,9,10,11,12"
512000252,"1,2,10,12"
512001026,"1,2,3,4,5,6,7,8,9,10,11,12"
525003269,"2,3,4,5,6,7,8,9,10,11,12"
525005052,"1,2,3,4,5,6,7,8,9,10,11,12"
525015909,"4,5,6,7,8,11,12"
525016706,"1,2,3,4,5,6,7,8,9,10,11,12"
5262,"1,2,3,12"
529123456,"1,2,3,4,5,6,7,8,9,10,11"
533000123,"1,2,3,4,5,6,7,8,9,10,11,12"
533130389,"7,8,9,10,11,12"
533374000,"1,2,3,4"
538003108,"1,2,3,4,5,6,7,8,9,10,11,12"
538003881,"1,2,3,4,5,6,7,8,9,10"
543210001,"3,4,8,9,12"
553111732,"1,2,3,4,5,6,9,10,11"
553111757,"1,2,3,4,5,6,7,8,9,10,11,12"
563000005,"6,7,8,9,10,11,12"
563025470,"1,2,3,4,5,6,7,8,9,10,11"
563852000,"1,2,3,4,5,6,7,8,9,10,11,12"
564296000,"1,2,3,4,5,6,7,8,9,10,11,12"
564314000,"1,2,3,6,7,8,9,10,11,12"
564419000,"1,2,3,4,5,6,7,8,9,10,11,12"
564973000,"1,2,3,4,5,6,7,8,9,10,11,12"
565442000,"2,3,4,5,6,7,9,10,11,12"
565483000,"1,2,3,4,5,6,7,8,9,10,11,12"
566128000,"1,2,3,4,5,6,7,8,9,10,11,12"
566273000,"1,2,3,4,5,6,7,8,9,10,11,12"
567000349,"4,5,6,7,8,9,10"
568169862,"1,2,3,4,5,6,7"
572248000,"3,4,5,6,7,8,9,10,11,12"
574001840,"1,2,3,4"
601056000,"1,2,3,4,5,6,7,8,9,10,11,12"
601227600,"9,10,11,12"
601339000,"1,2,3,4,5,6,7,8,9,10,11,12"
615404000,"1,2,3,4,5,6,7,8,9,10,11,12"
627331200,"1,2,3,4,5,6,7,8,9,10,11,12"
657104200,"1,2,3,4,5,6,7,8,9,10,11,12"
657124300,"5,6,7,8,9,10,11,12"
700000942,"1,2,3,4,5,6,7,8,9,10,11,12"
701000597,"1,2,3,4,5,6,7,8,9,10,11,12"
701006128,"6,7,8,9,10,11,12"
701006354,"1,2,3,4,5,6,7,8"
710005640,"1,2,4,5,6,8,9,10"
711000004,"1,2,3,4,5,6,7,8,9,10,11,12"
725000000,"1,2,3,4,5,6,7,8,9,10,11,12"
725000979,"1,2,3,4,5,6,7,8,9,10,11,12"
725001026,"1,2,3,4,5,6,7,8,9,10,11,12"
730990003,"2,3,4,6,8,10,11"
755012332,"3,4,5,6,7,8,9,10,11,12"
770576149,"1,2,3,4,5,6,7,8,9,10,11,12"
777003006,"9,10,11,12"
800010747,"3,4,5,8,9,10"
800030021,"4,5,9"
800036212,"3,4,9"
800131022,"3,4,5,8,9"
800150512,"2,3,9,10"
900006346,"1,2,3,4,8,9,10,11,12"
900090068,"5,6,7,9,10"
900908025,"2,3,4,5"
901380508,"3,4,5"
903682532,"4,5,6,7,8,9"
998576052,"2,3,4"
