mmsi,months_2015
413816815,"1,2,3,4,6,7,9,10"
413817042,"1,2,3,4,5,6,7,8,9,10,11,12"
413817683,"1,2,3,4,5,6,7,8,9,10,11,12"
413818027,"1,3,4,5,6,8,11"
413819373,"1,3,4,5,7,12"
413819438,"1,4,5,7,8,12"
413819608,"1,6,9,12"
413819656,"1,4,6,8"
413821081,"1,3,9"
413821431,"2,4,6,7,8,9,12"
413822424,"1,3,4,5,6,7"
413823514,"1,2,3,4,5,6,7,8,9,10,11,12"
413823538,"1,2,3,4,5,6,7,9"
413823601,"1,3,5,6,7,8,9,11,12"
413823918,"1,2,3,4,5,6,7,8"
413824096,"5,6,7,8"
413825000,"1,2,3,4,5,6,7,8,9,10,11,12"
413826012,"1,2,3,4,5,6,7,9,12"
413826623,"1,3,4,5,9,10"
413827421,"5,11,12"
413827566,"1,4,8,9,11"
413827735,"3,5,6,7,8,10,12"
413828525,"4,5,6,7,8,9,10,11,12"
413828665,"7,8,9"
413829474,"6,7,8,9,10,11,12"
413829708,"7,8,9,10,11,12"
413829726,"8,10,12"
413831093,"10,11,12"
413855917,"1,3,4,7,8,9,10,11,12"
413893000,"1,2,3,4,5,6,7,8,9,10,11,12"
413940365,"1,2,3,4,5,6,7,8,9,10,11,12"
413951241,"1,3,4,6,7,8,10,11,12"
413952938,"1,2,3,5,6,7,8,9,10,11,12"
413953900,"2,3,4,5,8"
413961301,"1,2,3,4,5,6,7,8,9,10,11,12"
413961902,"1,2,3,5,6,7,8,9"
413963568,"4,8,12"
413963997,"1,5,7,8"
413964392,"1,3,4,6,7,10"
413964816,"1,2,3,5,7,8,9"
413964973,"1,3,4,6,7,8,9,12"
413972173,"1,2,3,4,7,8,9,11,12"
413973417,"1,2,4,5,6,7,8,9,10,11,12"
413973583,"1,3,8"
413974073,"1,2,3,4,5,7,8,11"
413974748,"1,3,4,5,6,7,8,9"
413975862,"1,2,3,4,5,7"
413978119,"1,2,4,5"
413978287,"3,4,5,6,7,8,9"
413978527,"5,6,7,8,10"
413979316,"1,4,5,7,8"
413979753,"1,2,3,4,5,7,8,9,12"
413981938,"1,2,4,5,6,7,8,9,10,11,12"
413982097,"1,2,4,6,7,11"
413984799,"7,8,9,10,11"
413986394,"4,5,6,8"
413987031,"1,3,6,7,8,9,10,12"
413988537,"1,4,5"
413994615,"1,2,7"
413994693,"1,2,3,5,8"
413996682,"1,4,6,8,9,10,12"
414093000,"1,2,3,4,5,6,7,8,9,10,11,12"
441906000,"1,2,3,4,5,6,7,8,9,10,11,12"
477434100,"1,2,3,4,5,6,7,8,9,10,11,12"
477581600,"1,2,3,4,5,6,7,8,9,10,11,12"
477685200,"1,2,3,4,5,6,7,8,9,10,11,12"
477685900,"1,2,3,4,5,6,7,8,9,10,11,12"
477924000,"1,2,3,4,5,6,7,8,9,10,11,12"
514210000,"1,2,3,4,5,6,7,8,9,10,11,12"
514438000,"1,2,3,4,5,6,7,8,9,10,11,12"
514814000,"1,2,3,4,5,6,7,8,9,10,11,12"
533930000,"1,2,3,4"
538005085,"1,2,3,4,5,6,7,8,9,10,11,12"
538005160,"1,2,3,4,5,6,7,8,9,10,11,12"
566507000,"1,2,3,4,5,6,7,8,9,10,11,12"
808664168,"1,2,3,4,5,6,7,8,9,10,11,12"
