mmsi,timestamp,speed,lat,lon,"user_id: 8, high_confidence"
224082260,2015-02-02 16:52:41,0.0,37.59813,-0.97593,1
224082260,2015-02-02 17:05:30,0.0,37.59811,-0.97593,1
224082260,2015-02-02 17:17:44,0.0,37.59813,-0.97596,1
224082260,2015-02-02 17:30:42,0.0,37.59814,-0.97594,1
224082260,2015-02-02 17:42:43,0.0,37.59817,-0.97594,1
224082260,2015-02-02 17:55:55,0.0,37.59812,-0.97594,1
224082260,2015-02-02 18:09:12,0.0,37.59815,-0.97594,1
224082260,2015-02-02 18:22:06,0.0,37.59813,-0.97594,1
224082260,2015-02-02 18:34:42,0.0,37.59814,-0.97594,1
224082260,2015-02-02 18:48:12,0.0,37.59816,-0.97594,1
224082260,2015-02-02 19:00:51,0.0,37.59817,-0.97595,1
224082260,2015-02-02 19:13:03,0.0,37.59813,-0.97594,1
224082260,2015-02-02 19:26:03,0.0,37.59815,-0.97594,1
224082260,2015-02-02 19:38:11,0.0,37.59813,-0.9759,1
224082260,2015-02-02 19:50:31,0.0,37.59814,-0.97595,1
224082260,2015-02-02 20:03:13,0.0,37.59816,-0.97592,1
224082260,2015-02-02 20:16:30,0.0,37.59813,-0.97594,1
224082260,2015-02-02 20:29:13,0.0,37.59815,-0.97597,1
224082260,2015-02-02 20:42:53,0.0,37.59812,-0.97592,1
224082260,2015-02-02 20:55:14,0.0,37.59811,-0.97594,1
224082260,2015-02-02 21:07:22,0.0,37.59815,-0.97594,1
224082260,2015-02-02 21:19:34,0.0,37.59811,-0.97597,1
224082260,2015-02-02 21:31:54,0.0,37.59811,-0.97593,1
224082260,2015-02-02 21:44:25,0.0,37.59813,-0.97596,1
224082260,2015-02-02 21:57:43,0.0,37.59815,-0.97595,1
224082260,2015-02-02 22:10:23,0.0,37.59815,-0.97595,1
224082260,2015-02-02 22:22:43,0.0,37.59816,-0.97595,1
224082260,2015-02-02 22:35:12,0.0,37.59815,-0.97593,1
224082260,2015-02-02 22:49:03,0.0,37.59815,-0.97596,1
224082260,2015-02-02 23:01:04,0.0,37.59818,-0.97596,1
224082260,2015-02-02 23:13:22,0.0,37.59815,-0.97599,1
224082260,2015-02-02 23:25:42,0.0,37.59815,-0.97596,1
224082260,2015-02-02 23:39:02,0.0,37.59811,-0.97601,1
224082260,2015-02-02 23:45:00,0.0,37.59818,-0.97595,1
224082260,2015-02-02 23:51:16,0.0,37.59819,-0.97596,1
224082260,2015-02-03 00:05:21,0.0,37.59813,-0.97596,1
224082260,2015-02-03 00:18:14,0.0,37.59811,-0.97597,1
224082260,2015-02-03 00:32:04,0.0,37.59815,-0.97593,1
224082260,2015-02-03 00:45:52,0.0,37.59815,-0.97593,1
224082260,2015-02-03 00:58:13,0.0,37.59816,-0.97594,1
224082260,2015-02-03 01:10:53,0.0,37.59816,-0.97594,1
224082260,2015-02-03 01:24:33,0.0,37.59815,-0.97594,1
224082260,2015-02-03 01:36:50,0.0,37.59813,-0.97594,1
224082260,2015-02-03 01:50:19,0.0,37.59815,-0.97596,1
224082260,2015-02-03 02:03:49,0.0,37.59809,-0.97599,1
224082260,2015-02-03 02:17:29,0.1,37.59806,-0.97601,1
224082260,2015-02-03 02:31:21,0.0,37.59811,-0.97597,1
224082260,2015-02-03 02:45:03,0.0,37.59813,-0.97597,1
224082260,2015-02-03 02:58:42,0.0,37.59813,-0.97597,1
224082260,2015-02-03 03:12:14,0.0,37.59817,-0.97594,1
224082260,2015-02-03 03:26:03,0.0,37.59814,-0.97596,1
224082260,2015-02-03 03:39:29,0.0,37.59817,-0.97594,1
224082260,2015-02-03 03:52:52,0.0,37.59812,-0.97594,1
224082260,2015-02-03 04:05:30,0.0,37.59813,-0.97592,1
224082260,2015-02-03 04:06:30,0.0,37.59815,-0.97592,1
224082260,2015-02-03 04:18:31,0.0,37.59814,-0.97593,1
224082260,2015-02-03 04:32:12,0.0,37.59815,-0.97597,1
224082260,2015-02-03 04:46:03,0.0,37.59813,-0.97596,1
224082260,2015-02-03 04:59:52,0.0,37.59815,-0.97596,1
224082260,2015-02-03 05:13:30,0.0,37.59813,-0.97593,1
224082260,2015-02-03 05:27:11,0.0,37.59815,-0.97596,1
224082260,2015-02-03 05:40:51,0.0,37.59813,-0.97597,1
224082260,2015-02-03 05:54:31,0.0,37.59813,-0.97593,1
224082260,2015-02-03 06:08:11,0.0,37.59815,-0.97595,1
224082260,2015-02-03 06:22:02,0.0,37.59816,-0.97593,1
224082260,2015-02-03 06:35:22,0.0,37.59813,-0.97596,1
224082260,2015-02-03 06:48:58,0.0,37.59817,-0.97593,1
224082260,2015-02-03 07:02:32,0.0,37.59817,-0.97593,1
224082260,2015-02-03 07:17:53,0.0,37.59815,-0.97596,1
224082260,2015-02-03 07:31:43,0.0,37.59817,-0.97596,1
224082260,2015-02-03 07:45:29,0.0,37.59816,-0.97592,1
224082260,2015-02-03 07:59:08,0.0,37.59815,-0.97597,1
224082260,2015-02-03 08:12:42,0.0,37.59814,-0.97598,1
224082260,2015-02-03 08:26:04,0.0,37.59815,-0.97595,1
224082260,2015-02-03 08:39:51,0.0,37.59816,-0.97594,1
224082260,2015-02-03 08:53:40,0.0,37.59815,-0.97596,1
224082260,2015-02-03 09:07:20,0.0,37.59813,-0.97596,1
224082260,2015-02-03 09:21:14,0.0,37.59813,-0.97598,1
224082260,2015-02-03 09:33:51,0.0,37.59814,-0.97594,1
224082260,2015-02-03 09:47:42,0.0,37.59815,-0.97597,1
224082260,2015-02-03 10:01:33,0.0,37.59816,-0.97595,1
224082260,2015-02-03 10:13:44,0.0,37.59814,-0.97595,1
224082260,2015-02-03 10:25:53,0.0,37.59815,-0.97594,1
224082260,2015-02-03 10:39:44,0.0,37.59813,-0.97597,1
224082260,2015-02-03 10:54:02,0.0,37.59811,-0.97594,1
224082260,2015-02-03 11:07:53,0.0,37.59813,-0.97596,1
224082260,2015-02-03 11:20:03,0.0,37.59817,-0.97592,1
224082260,2015-02-03 11:32:21,0.0,37.59815,-0.97593,1
224082260,2015-02-03 11:45:23,0.0,37.59818,-0.97594,1
224082260,2015-02-03 11:59:01,0.0,37.59816,-0.97589,1
224082260,2015-02-03 12:12:32,0.0,37.59815,-0.97593,1
224082260,2015-02-03 12:24:54,0.0,37.59817,-0.97593,1
224082260,2015-02-03 12:37:43,0.0,37.59811,-0.97594,1
224082260,2015-02-03 12:50:13,0.0,37.59815,-0.97594,1
224082260,2015-02-03 13:03:23,0.0,37.59813,-0.97596,1
224082260,2015-02-03 13:16:24,0.0,37.59815,-0.97594,1
224082260,2015-02-03 13:29:22,0.0,37.59813,-0.97595,1
224082260,2015-02-03 13:41:43,0.0,37.59813,-0.97597,1
224082260,2015-02-03 13:53:54,0.0,37.59813,-0.97593,1
224082260,2015-02-03 14:05:55,0.0,37.59815,-0.97594,1
224082260,2015-02-03 14:19:43,0.0,37.59817,-0.97597,1
224082260,2015-02-03 14:31:53,0.0,37.59817,-0.97592,1
224082260,2015-02-03 14:44:11,0.0,37.59815,-0.97594,1
224082260,2015-02-03 14:57:53,0.0,37.59815,-0.97596,1
224082260,2015-02-03 15:11:33,0.0,37.59815,-0.97594,1
224082260,2015-02-03 15:24:02,0.0,37.59819,-0.97594,1
224082260,2015-02-03 15:37:51,0.0,37.59815,-0.97593,1
224082260,2015-02-03 15:50:12,0.0,37.59811,-0.976,1
224082260,2015-02-03 16:02:32,0.0,37.59813,-0.97599,1
224082260,2015-02-03 16:14:44,0.0,37.59811,-0.97596,1
224082260,2015-02-03 16:28:27,0.0,37.59813,-0.97595,1
224082260,2015-02-03 16:40:51,0.0,37.59815,-0.97594,1
224082260,2015-02-03 16:54:10,0.0,37.59815,-0.97593,1
224082260,2015-02-03 17:06:11,0.0,37.59815,-0.97593,1
224082260,2015-02-03 17:19:12,0.0,37.59813,-0.97594,1
224082260,2015-02-03 17:31:41,0.0,37.59815,-0.97596,1
224082260,2015-02-03 17:43:52,0.0,37.59816,-0.97594,1
224082260,2015-02-03 17:57:49,0.0,37.59815,-0.97595,1
224082260,2015-02-03 18:10:12,0.0,37.59813,-0.97594,1
224082260,2015-02-03 18:23:59,0.0,37.59815,-0.97595,1
224082260,2015-02-03 18:37:32,0.0,37.59815,-0.97595,1
224082260,2015-02-03 18:49:52,0.0,37.59815,-0.97595,1
224082260,2015-02-03 19:03:12,0.0,37.59815,-0.97594,1
224082260,2015-02-03 19:17:31,0.0,37.59816,-0.97595,1
224082260,2015-02-03 19:29:52,0.0,37.59815,-0.97592,1
224082260,2015-02-03 19:42:42,0.0,37.59814,-0.97593,1
224082260,2015-02-03 19:56:22,0.0,37.59816,-0.97597,1
224082260,2015-02-03 20:10:19,0.0,37.59813,-0.97596,1
224082260,2015-02-03 20:22:22,0.0,37.59815,-0.97595,1
224082260,2015-02-03 20:35:55,0.1,37.59815,-0.97596,1
224082260,2015-02-03 20:48:01,0.0,37.59815,-0.97595,1
224082260,2015-02-03 21:01:41,0.0,37.59812,-0.97598,1
224082260,2015-02-03 21:15:14,0.0,37.59813,-0.97596,1
224082260,2015-02-03 21:27:21,0.0,37.59814,-0.97592,1
224082260,2015-02-03 21:41:31,0.0,37.59813,-0.97596,1
224082260,2015-02-03 21:53:31,0.0,37.59815,-0.97593,1
224082260,2015-02-03 22:07:30,0.0,37.59814,-0.97596,1
224082260,2015-02-03 22:19:31,0.0,37.59813,-0.97594,1
224082260,2015-02-03 22:33:19,0.0,37.59818,-0.97595,1
224082260,2015-02-03 22:46:41,0.0,37.59815,-0.97596,1
224082260,2015-02-03 23:00:18,0.0,37.59816,-0.97597,1
224082260,2015-02-03 23:12:29,0.0,37.59818,-0.97598,1
224082260,2015-02-03 23:26:09,0.1,37.59814,-0.97592,1
224082260,2015-02-03 23:39:50,0.1,37.59815,-0.97593,1
224082260,2015-02-03 23:51:54,0.0,37.59814,-0.97594,1
224082260,2015-02-04 00:04:19,0.1,37.59807,-0.97597,1
224082260,2015-02-04 00:18:11,0.6,37.59815,-0.97593,1
224082260,2015-02-04 00:32:11,0.0,37.59817,-0.97593,1
224082260,2015-02-04 00:46:00,0.0,37.59817,-0.97596,1
224082260,2015-02-04 00:59:40,0.0,37.59813,-0.97595,1
224082260,2015-02-04 01:13:01,0.0,37.59814,-0.97597,1
224082260,2015-02-04 01:26:15,0.0,37.59817,-0.97592,1
224082260,2015-02-04 01:39:28,0.0,37.59813,-0.97597,1
224082260,2015-02-04 01:52:40,0.0,37.59809,-0.976,1
224082260,2015-02-04 02:06:13,0.0,37.59811,-0.976,1
224082260,2015-02-04 02:19:31,0.0,37.5981,-0.97597,1
224082260,2015-02-04 02:33:02,0.0,37.59817,-0.97596,1
224082260,2015-02-04 02:45:13,0.0,37.59813,-0.97596,1
224082260,2015-02-04 02:59:02,0.0,37.59816,-0.97595,1
224082260,2015-02-04 03:12:41,0.0,37.59814,-0.97594,1
224082260,2015-02-04 03:26:03,0.0,37.59813,-0.97594,1
224082260,2015-02-04 03:39:41,0.0,37.59814,-0.97594,1
224082260,2015-02-04 03:51:42,0.0,37.59818,-0.97595,1
224082260,2015-02-04 04:05:35,0.0,37.59815,-0.97589,1
224082260,2015-02-04 04:19:10,0.0,37.59813,-0.97594,1
224082260,2015-02-04 04:31:11,0.0,37.59815,-0.97589,1
224082260,2015-02-04 04:44:32,0.0,37.59816,-0.97592,1
224082260,2015-02-04 04:58:22,0.0,37.59815,-0.97594,1
224082260,2015-02-04 05:12:21,0.0,37.59815,-0.97593,1
224082260,2015-02-04 05:26:02,0.0,37.59813,-0.97594,1
224082260,2015-02-04 05:39:50,0.0,37.59815,-0.97595,1
224082260,2015-02-04 05:53:22,0.0,37.59813,-0.97597,1
224082260,2015-02-04 06:07:21,0.0,37.59815,-0.97594,1
224082260,2015-02-04 06:21:11,0.0,37.59814,-0.97595,1
224082260,2015-02-04 06:34:51,0.0,37.59815,-0.97597,1
224082260,2015-02-04 06:48:31,0.0,37.59812,-0.97594,1
224082260,2015-02-04 07:02:11,0.0,37.59815,-0.97594,1
224082260,2015-02-04 08:26:50,0.0,37.59813,-0.97594,1
224082260,2015-02-04 08:39:12,0.0,37.59815,-0.97597,1
224082260,2015-02-04 08:51:30,0.0,37.59814,-0.97595,1
224082260,2015-02-04 09:04:10,0.0,37.59813,-0.97594,1
224082260,2015-02-04 09:20:51,0.0,37.59815,-0.97596,1
224082260,2015-02-04 09:34:30,0.0,37.59815,-0.97597,1
224082260,2015-02-04 09:48:00,0.0,37.59814,-0.97597,1
224082260,2015-02-04 10:01:28,0.0,37.59815,-0.97596,1
224082260,2015-02-04 10:14:50,0.0,37.59813,-0.97596,1
224082260,2015-02-04 10:28:39,0.0,37.59813,-0.97594,1
224082260,2015-02-04 10:42:02,0.0,37.59815,-0.97594,1
224082260,2015-02-04 10:55:22,0.0,37.59813,-0.97593,1
224082260,2015-02-04 11:09:01,0.0,37.59813,-0.97594,1
224082260,2015-02-04 11:21:16,0.0,37.59815,-0.97594,1
224082260,2015-02-04 11:34:52,0.0,37.59817,-0.97593,1
224082260,2015-02-04 11:48:41,0.0,37.59813,-0.97595,1
224082260,2015-02-04 12:00:51,0.0,37.59817,-0.97593,1
224082260,2015-02-04 12:12:53,0.0,37.59815,-0.97597,1
224082260,2015-02-04 12:25:12,0.0,37.59814,-0.976,1
224082260,2015-02-04 12:37:17,0.0,37.59815,-0.97592,1
224082260,2015-02-04 12:49:43,0.0,37.59815,-0.97595,1
224082260,2015-02-04 13:03:32,0.0,37.59813,-0.97594,1
224082260,2015-02-04 13:17:03,0.0,37.59814,-0.97594,1
224082260,2015-02-04 13:29:12,0.0,37.59811,-0.97594,1
224082260,2015-02-04 13:42:31,0.0,37.59811,-0.97593,1
224082260,2015-02-04 13:55:21,0.0,37.59813,-0.97594,1
224082260,2015-02-04 14:07:22,0.0,37.59817,-0.97595,1
224082260,2015-02-04 14:19:51,0.0,37.59815,-0.97598,1
224082260,2015-02-04 14:33:11,0.0,37.59815,-0.97596,1
224082260,2015-02-04 14:45:33,0.0,37.59816,-0.97596,1
224082260,2015-02-04 14:59:22,0.0,37.59818,-0.97593,1
224082260,2015-02-04 15:13:51,0.0,37.59814,-0.97593,1
224082260,2015-02-04 15:26:29,0.0,37.59815,-0.97595,1
224082260,2015-02-04 15:40:01,0.0,37.59816,-0.97591,1
224082260,2015-02-04 15:52:22,0.0,37.59812,-0.97597,1
224082260,2015-02-04 16:06:19,0.0,37.59811,-0.97594,1
224082260,2015-02-04 16:20:49,0.0,37.59813,-0.97592,1
224082260,2015-02-04 16:34:31,0.0,37.59815,-0.97593,1
224082260,2015-02-04 16:47:51,0.0,37.59818,-0.97594,1
224082260,2015-02-04 17:00:11,0.0,37.59815,-0.97596,1
224082260,2015-02-04 17:12:48,0.0,37.59813,-0.97596,1
224082260,2015-02-04 17:24:49,0.0,37.59817,-0.97591,1
224082260,2015-02-04 17:38:29,0.0,37.59816,-0.97593,1
224082260,2015-02-04 17:51:15,0.0,37.59815,-0.97594,1
224082260,2015-02-04 18:03:40,0.0,37.59813,-0.97592,1
224082260,2015-02-04 18:15:50,0.0,37.59815,-0.97594,1
