mmsi,year,month,vesselType
224531000,2015,10,purse_seine
224531000,2015,11,purse_seine
224587000,2015,12,purse_seine
224587000,2015,1,purse_seine
224587000,2015,2,purse_seine
224587000,2015,3,purse_seine
224587000,2015,4,purse_seine
224587000,2015,6,purse_seine
224587000,2015,7,purse_seine
224587000,2015,8,purse_seine
224587000,2015,9,purse_seine
224587000,2015,10,purse_seine
224587000,2015,11,purse_seine
224696000,2015,12,longliner
224696000,2015,1,longliner
224696000,2015,2,longliner
224696000,2015,3,longliner
224696000,2015,4,longliner
224696000,2015,5,longliner
224696000,2015,6,longliner
224696000,2015,7,longliner
224696000,2015,8,longliner
224696000,2015,9,longliner
224696000,2015,10,longliner
224696000,2015,11,longliner
224727000,2015,12,purse_seine
224727000,2015,1,purse_seine
224727000,2015,3,purse_seine
224727000,2015,4,purse_seine
224727000,2015,5,purse_seine
224727000,2015,7,purse_seine
224727000,2015,8,purse_seine
224727000,2015,9,purse_seine
224727000,2015,10,purse_seine
224727000,2015,11,purse_seine
224782000,2015,12,purse_seine
224782000,2015,2,purse_seine
224782000,2015,4,purse_seine
224782000,2015,5,purse_seine
224782000,2015,6,purse_seine
224782000,2015,7,purse_seine
224782000,2015,9,purse_seine
224782000,2015,10,purse_seine
224782000,2015,11,purse_seine
226169000,2015,5,purse_seine
226169000,2015,6,purse_seine
226180000,2015,10,purse_seine
226180000,2015,1,purse_seine
226180000,2015,2,purse_seine
226180000,2015,3,purse_seine
226180000,2015,4,purse_seine
226180000,2015,5,purse_seine
226180000,2015,6,purse_seine
226180000,2015,7,purse_seine
226180000,2015,8,purse_seine
226180000,2015,9,purse_seine
226180000,2015,10,purse_seine
226180000,2015,11,purse_seine
227143600,2015,12,trawler
227143600,2015,1,trawler
227143600,2015,2,trawler
227143600,2015,3,trawler
227143600,2015,4,trawler
227143600,2015,5,trawler
227143600,2015,6,trawler
227143600,2015,7,trawler
227143600,2015,8,trawler
227143600,2015,9,trawler
227143600,2015,10,trawler
227143600,2015,11,trawler
227318610,2015,12,trawler
227318610,2015,1,trawler
227318610,2015,2,trawler
227318610,2015,3,trawler
227318610,2015,4,trawler
227318610,2015,5,trawler
227318610,2015,6,trawler
227318610,2015,7,trawler
227318610,2015,8,trawler
227318610,2015,9,trawler
227318610,2015,10,trawler
227318610,2015,11,trawler
227393000,2015,12,trawler
227393000,2015,1,trawler
227393000,2015,2,trawler
227393000,2015,3,trawler
227393000,2015,4,trawler
227393000,2015,5,trawler
227393000,2015,6,trawler
227393000,2015,7,trawler
227393000,2015,8,trawler
227393000,2015,9,trawler
227393000,2015,10,trawler
227393000,2015,11,trawler
227550000,2015,12,purse_seine
227550000,2015,1,purse_seine
227550000,2015,2,purse_seine
227550000,2015,3,purse_seine
227550000,2015,4,purse_seine
227550000,2015,5,purse_seine
227550000,2015,6,purse_seine
227550000,2015,7,purse_seine
227550000,2015,8,purse_seine
227550000,2015,9,purse_seine
227550000,2015,10,purse_seine
227550000,2015,11,purse_seine
227860000,2015,12,trawler
227860000,2015,1,trawler
227860000,2015,2,trawler
227860000,2015,3,trawler
227860000,2015,4,trawler
227860000,2015,5,trawler
227860000,2015,6,trawler
227860000,2015,7,trawler
227860000,2015,8,trawler
227860000,2015,9,trawler
227860000,2015,10,trawler
227860000,2015,11,trawler
228190600,2015,12,trawler
228190600,2015,1,trawler
228190600,2015,2,trawler
228190600,2015,3,trawler
228190600,2015,4,trawler
228190600,2015,5,trawler
228190600,2015,6,trawler
228190600,2015,7,trawler
228190600,2015,8,trawler
228190600,2015,9,trawler
228190600,2015,10,trawler
228190600,2015,11,trawler
228231700,2015,12,purse_seine
228231700,2015,2,purse_seine
228231700,2015,10,purse_seine
233344000,2015,12,trawler
233344000,2015,1,trawler
233344000,2015,2,trawler
233344000,2015,3,trawler
233344000,2015,4,trawler
233344000,2015,5,trawler
233344000,2015,6,trawler
233344000,2015,7,trawler
233344000,2015,8,trawler
233344000,2015,9,trawler
233344000,2015,10,trawler
233344000,2015,11,trawler
233714000,2015,12,trawler
233714000,2015,1,trawler
233714000,2015,2,trawler
233714000,2015,3,trawler
233714000,2015,4,trawler
233714000,2015,5,trawler
233714000,2015,6,trawler
233714000,2015,7,trawler
233714000,2015,8,trawler
233714000,2015,9,trawler
233714000,2015,10,trawler
233714000,2015,11,trawler
235008860,2015,12,trawler
235008860,2015,1,trawler
235008860,2015,2,trawler
235008860,2015,3,trawler
235008860,2015,4,trawler
235008860,2015,5,trawler
235008860,2015,6,trawler
235008860,2015,7,trawler
235008860,2015,8,trawler
235008860,2015,9,trawler
235008860,2015,10,trawler
235008860,2015,11,trawler
235674000,2015,12,trawler
235674000,2015,1,trawler
235674000,2015,2,trawler
235674000,2015,3,trawler
235674000,2015,4,trawler
235674000,2015,5,trawler
235674000,2015,8,trawler
235674000,2015,9,trawler
235674000,2015,10,trawler
235674000,2015,11,trawler
247081060,2015,12,trawler
247081060,2015,1,trawler
247081060,2015,2,trawler
247081060,2015,3,trawler
247081060,2015,4,trawler
247081060,2015,6,trawler
247081060,2015,7,trawler
247081060,2015,8,trawler
247081060,2015,10,trawler
247081060,2015,11,trawler
247081650,2015,12,trawler
247081650,2015,1,trawler
247081650,2015,2,trawler
247081650,2015,3,trawler
247081650,2015,4,trawler
247081650,2015,5,trawler
247081650,2015,6,trawler
247081650,2015,7,trawler
247081650,2015,8,trawler
247081650,2015,10,trawler
247083630,2015,11,trawler
247083630,2015,1,trawler
247083630,2015,2,trawler
247083630,2015,3,trawler
247083630,2015,4,trawler
247083630,2015,5,trawler
247083630,2015,6,trawler
247083630,2015,7,trawler
247083630,2015,9,trawler
247083630,2015,10,trawler
247083630,2015,11,trawler
247100480,2015,12,trawler
247100480,2015,1,trawler
247100480,2015,2,trawler
247100480,2015,3,trawler
247100480,2015,4,trawler
247100480,2015,5,trawler
247100480,2015,6,trawler
247100480,2015,7,trawler
247100480,2015,8,trawler
247100480,2015,9,trawler
247100480,2015,10,trawler
247100480,2015,11,trawler
247121220,2015,12,trawler
247121220,2015,1,trawler
247121220,2015,2,trawler
247121220,2015,3,trawler
247121220,2015,4,trawler
247121220,2015,5,trawler
247121220,2015,6,trawler
247121220,2015,7,trawler
247121220,2015,10,trawler
247121220,2015,11,trawler
247121660,2015,12,trawler
247121660,2015,1,trawler
247121660,2015,2,trawler
247121660,2015,3,trawler
247121660,2015,4,trawler
247121660,2015,5,trawler
247121660,2015,6,trawler
247121660,2015,7,trawler
247121660,2015,8,trawler
247121660,2015,9,trawler
247121660,2015,10,trawler
247121660,2015,11,trawler
247121790,2015,12,trawler
247121790,2015,1,trawler
247121790,2015,2,trawler
247121790,2015,3,trawler
247121790,2015,4,trawler
247121790,2015,5,trawler
247121790,2015,6,trawler
247121790,2015,7,trawler
247121790,2015,8,trawler
247121790,2015,9,trawler
247121790,2015,10,trawler
247121790,2015,11,trawler
247130320,2015,12,trawler
247130320,2015,1,trawler
247130320,2015,2,trawler
247130320,2015,3,trawler
247130320,2015,4,trawler
247130320,2015,5,trawler
247130320,2015,6,trawler
247130320,2015,7,trawler
247130320,2015,8,trawler
247130320,2015,9,trawler
247131080,2015,12,trawler
247131080,2015,1,trawler
247131080,2015,2,trawler
247131080,2015,3,trawler
247131080,2015,4,trawler
247131080,2015,5,trawler
247131080,2015,6,trawler
247131080,2015,7,trawler
247131080,2015,8,trawler
247131080,2015,9,trawler
247131080,2015,10,trawler
247131080,2015,11,trawler
247144220,2015,12,trawler
247144220,2015,1,trawler
247144220,2015,2,trawler
247144220,2015,3,trawler
247144220,2015,4,trawler
247144220,2015,5,trawler
247144220,2015,6,trawler
247144220,2015,7,trawler
247144220,2015,8,trawler
247144240,2015,9,trawler
247144240,2015,1,trawler
247144240,2015,2,trawler
247144240,2015,3,trawler
247144240,2015,4,trawler
247144240,2015,5,trawler
247144240,2015,6,trawler
247144240,2015,7,trawler
250000884,2015,8,trawler
250000884,2015,1,trawler
250000884,2015,2,trawler
250000884,2015,3,trawler
250000884,2015,4,trawler
250000884,2015,5,trawler
250000884,2015,6,trawler
250000884,2015,7,trawler
250000884,2015,8,trawler
250000884,2015,9,trawler
250000884,2015,10,trawler
250000884,2015,11,trawler
250101700,2015,12,trawler
250101700,2015,1,trawler
250101700,2015,2,trawler
250101700,2015,3,trawler
250101700,2015,4,trawler
250101700,2015,5,trawler
250101700,2015,6,trawler
250101700,2015,7,trawler
250101700,2015,8,trawler
250101700,2015,9,trawler
250101700,2015,10,trawler
250101700,2015,11,trawler
250101900,2015,12,trawler
250101900,2015,1,trawler
250101900,2015,2,trawler
250101900,2015,5,trawler
250101900,2015,6,trawler
250101900,2015,7,trawler
250101900,2015,8,trawler
250101900,2015,9,trawler
250101900,2015,10,trawler
250101900,2015,11,trawler
250103700,2015,12,trawler
250103700,2015,1,trawler
250103700,2015,2,trawler
250103700,2015,3,trawler
250103700,2015,4,trawler
250103700,2015,5,trawler
250103700,2015,6,trawler
250103700,2015,7,trawler
250103700,2015,8,trawler
250103700,2015,9,trawler
250103700,2015,10,trawler
250103700,2015,11,trawler
250116400,2015,12,trawler
250116400,2015,1,trawler
250116400,2015,2,trawler
250116400,2015,3,trawler
250116400,2015,4,trawler
250116400,2015,5,trawler
250116400,2015,6,trawler
250116400,2015,7,trawler
250116400,2015,8,trawler
250116400,2015,9,trawler
250116400,2015,10,trawler
250116400,2015,11,trawler
263574000,2015,12,trawler
263574000,2015,2,trawler
263574000,2015,10,trawler
263821000,2015,12,longliner
263821000,2015,1,longliner
263821000,2015,2,longliner
263821000,2015,3,longliner
263821000,2015,4,longliner
263821000,2015,5,longliner
263821000,2015,6,longliner
263821000,2015,7,longliner
263821000,2015,8,longliner
263821000,2015,9,longliner
263821000,2015,10,longliner
263821000,2015,11,longliner
312590000,2015,12,purse_seine
312590000,2015,1,purse_seine
312590000,2015,2,purse_seine
312590000,2015,3,purse_seine
312590000,2015,4,purse_seine
312590000,2015,5,purse_seine
312590000,2015,6,purse_seine
312590000,2015,7,purse_seine
312590000,2015,8,purse_seine
312590000,2015,9,purse_seine
312590000,2015,10,purse_seine
312590000,2015,11,purse_seine
338793000,2015,12,purse_seine
338793000,2015,1,purse_seine
338793000,2015,5,purse_seine
338793000,2015,6,purse_seine
338793000,2015,8,purse_seine
338793000,2015,9,purse_seine
338793000,2015,10,purse_seine
338793000,2015,11,purse_seine
359002000,2015,12,purse_seine
359002000,2015,5,purse_seine
359002000,2015,6,purse_seine
359002000,2015,8,purse_seine
359002000,2015,9,purse_seine
359002000,2015,10,purse_seine
359002000,2015,11,purse_seine
359003000,2015,12,purse_seine
359003000,2015,2,purse_seine
359003000,2015,5,purse_seine
359003000,2015,6,purse_seine
359003000,2015,8,purse_seine
359003000,2015,9,purse_seine
359003000,2015,10,purse_seine
359003000,2015,11,purse_seine
359004000,2015,12,purse_seine
359004000,2015,1,purse_seine
359004000,2015,2,purse_seine
359004000,2015,4,purse_seine
359004000,2015,6,purse_seine
359004000,2015,7,purse_seine
359004000,2015,8,purse_seine
359004000,2015,9,purse_seine
359004000,2015,10,purse_seine
359004000,2015,11,purse_seine
412270001,2015,12,longliner
412270001,2015,1,longliner
412270001,2015,2,longliner
412270001,2015,3,longliner
412270001,2015,4,longliner
412270001,2015,5,longliner
412270001,2015,6,longliner
412270001,2015,7,longliner
412270001,2015,8,longliner
412270001,2015,9,longliner
412270001,2015,10,longliner
412270001,2015,11,longliner
412328761,2015,12,longliner
412328761,2015,7,longliner
412328761,2015,8,longliner
412328761,2015,9,longliner
412328761,2015,10,longliner
412328761,2015,11,longliner
412420911,2015,12,longliner
412420911,2015,1,longliner
412420911,2015,2,longliner
412420911,2015,3,longliner
412420911,2015,4,longliner
412420911,2015,5,longliner
412420911,2015,6,longliner
412420911,2015,7,longliner
412420911,2015,8,longliner
412420911,2015,9,longliner
412420911,2015,10,longliner
412420911,2015,11,longliner
412460075,2015,12,longliner
412460075,2015,11,longliner
412694570,2015,12,longliner
412694570,2015,6,longliner
412694570,2015,7,longliner
412694570,2015,8,longliner
412694570,2015,9,longliner
412694570,2015,10,longliner
412694570,2015,11,longliner
413034000,2015,12,purse_seine
413034000,2015,1,purse_seine
413034000,2015,2,purse_seine
413034000,2015,3,purse_seine
413034000,2015,4,purse_seine
413034000,2015,5,purse_seine
413034000,2015,7,purse_seine
413034000,2015,8,purse_seine
413034000,2015,9,purse_seine
413034000,2015,10,purse_seine
413034000,2015,11,purse_seine
413298000,2015,12,purse_seine
413298000,2015,1,purse_seine
413298000,2015,2,purse_seine
413298000,2015,3,purse_seine
416000141,2015,4,longliner
416000141,2015,3,longliner
416000141,2015,4,longliner
416000141,2015,5,longliner
416000141,2015,6,longliner
416000141,2015,8,longliner
416000141,2015,11,longliner
416001468,2015,12,longliner
416001468,2015,1,longliner
416001468,2015,2,longliner
416001468,2015,5,longliner
416001500,2015,1,purse_seine
416001500,2015,2,purse_seine
416001500,2015,3,purse_seine
416001500,2015,4,purse_seine
416001500,2015,5,purse_seine
416001500,2015,6,purse_seine
416001500,2015,7,purse_seine
416001500,2015,8,purse_seine
416001500,2015,9,purse_seine
416001500,2015,10,purse_seine
416001500,2015,11,purse_seine
416001800,2015,12,purse_seine
416001800,2015,9,purse_seine
416001800,2015,10,purse_seine
416001800,2015,11,purse_seine
416002291,2015,12,longliner
416002291,2015,5,longliner
416002291,2015,6,longliner
416002465,2015,2,longliner
416002465,2015,3,longliner
416002465,2015,4,longliner
416002465,2015,9,longliner
416002465,2015,10,longliner
416002744,2015,2,longliner
416002744,2015,3,longliner
416002744,2015,4,longliner
416002744,2015,9,longliner
416004000,2015,5,purse_seine
416004000,2015,10,purse_seine
416004000,2015,11,purse_seine
416004624,2015,12,longliner
416004624,2015,1,longliner
416004624,2015,3,longliner
416004624,2015,4,longliner
416004624,2015,11,longliner
416004831,2015,12,purse_seine
416004831,2015,8,purse_seine
416004831,2015,9,purse_seine
416004831,2015,10,purse_seine
416004831,2015,11,purse_seine
416368000,2015,12,longliner
416368000,2015,4,longliner
416368000,2015,5,longliner
416368000,2015,6,longliner
416368000,2015,7,longliner
416368000,2015,8,longliner
416368000,2015,9,longliner
416368000,2015,10,longliner
416368000,2015,11,longliner
431101320,2015,12,longliner
431101320,2015,1,longliner
431101320,2015,2,longliner
431101320,2015,3,longliner
431101320,2015,4,longliner
431101320,2015,5,longliner
431101320,2015,6,longliner
431101320,2015,7,longliner
431101320,2015,8,longliner
431101320,2015,9,longliner
431101320,2015,10,longliner
431101320,2015,11,longliner
431159000,2015,12,purse_seine
431159000,2015,1,purse_seine
431159000,2015,2,purse_seine
431159000,2015,3,purse_seine
431159000,2015,4,purse_seine
431159000,2015,5,purse_seine
431159000,2015,6,purse_seine
431159000,2015,7,purse_seine
431159000,2015,8,purse_seine
431159000,2015,9,purse_seine
431159000,2015,10,purse_seine
431159000,2015,11,purse_seine
431482000,2015,12,longliner
431482000,2015,1,longliner
431482000,2015,3,longliner
431482000,2015,4,longliner
431482000,2015,5,longliner
431482000,2015,6,longliner
431482000,2015,7,longliner
431482000,2015,8,longliner
431482000,2015,9,longliner
431482000,2015,10,longliner
431482000,2015,11,longliner
431500040,2015,12,longliner
431500040,2015,1,longliner
431500040,2015,2,longliner
431500040,2015,3,longliner
431500040,2015,4,longliner
431500040,2015,5,longliner
431500040,2015,6,longliner
431500040,2015,7,longliner
431500040,2015,8,longliner
431500040,2015,9,longliner
431500040,2015,10,longliner
431500040,2015,11,longliner
431500470,2015,12,longliner
431500470,2015,1,longliner
431500470,2015,2,longliner
431500470,2015,3,longliner
431500470,2015,4,longliner
431500470,2015,6,longliner
431500470,2015,7,longliner
431500470,2015,8,longliner
431500470,2015,9,longliner
431500470,2015,10,longliner
431500470,2015,11,longliner
431670000,2015,12,purse_seine
431670000,2015,1,purse_seine
431670000,2015,2,purse_seine
431670000,2015,3,purse_seine
431670000,2015,4,purse_seine
431670000,2015,5,purse_seine
431670000,2015,6,purse_seine
431670000,2015,7,purse_seine
431670000,2015,8,purse_seine
431670000,2015,9,purse_seine
431670000,2015,10,purse_seine
431670000,2015,11,purse_seine
431682000,2015,12,longliner
431682000,2015,1,longliner
431682000,2015,2,longliner
431682000,2015,3,longliner
431682000,2015,4,longliner
431682000,2015,6,longliner
431682000,2015,7,longliner
431682000,2015,8,longliner
431682000,2015,9,longliner
431682000,2015,10,longliner
431682000,2015,11,longliner
431701670,2015,12,longliner
431701670,2015,1,longliner
431701670,2015,2,longliner
431701670,2015,4,longliner
431701670,2015,5,longliner
431701670,2015,6,longliner
431710000,2015,2,longliner
431710000,2015,3,longliner
431710000,2015,4,longliner
431710000,2015,5,longliner
431710000,2015,6,longliner
431710000,2015,7,longliner
431710000,2015,8,longliner
431710000,2015,9,longliner
431710000,2015,10,longliner
431710000,2015,11,longliner
431739000,2015,1,longliner
431739000,2015,2,longliner
431739000,2015,3,longliner
431739000,2015,4,longliner
431739000,2015,5,longliner
431739000,2015,6,longliner
431739000,2015,9,longliner
431739000,2015,10,longliner
431739000,2015,11,longliner
431791000,2015,12,longliner
431791000,2015,1,longliner
431791000,2015,2,longliner
431791000,2015,3,longliner
431791000,2015,4,longliner
432438000,2015,12,purse_seine
432438000,2015,1,purse_seine
432438000,2015,2,purse_seine
432438000,2015,3,purse_seine
432438000,2015,4,purse_seine
432438000,2015,5,purse_seine
432438000,2015,6,purse_seine
432438000,2015,8,purse_seine
432438000,2015,9,purse_seine
432438000,2015,10,purse_seine
432438000,2015,11,purse_seine
432475000,2015,12,longliner
432475000,2015,1,longliner
440233000,2015,1,purse_seine
440233000,2015,2,purse_seine
440233000,2015,3,purse_seine
440233000,2015,4,purse_seine
440233000,2015,5,purse_seine
440233000,2015,6,purse_seine
440233000,2015,7,purse_seine
440233000,2015,8,purse_seine
440233000,2015,9,purse_seine
440233000,2015,10,purse_seine
440233000,2015,11,purse_seine
440549000,2015,12,longliner
440549000,2015,1,longliner
440549000,2015,2,longliner
440549000,2015,3,longliner
440549000,2015,4,longliner
440549000,2015,5,longliner
440549000,2015,6,longliner
440549000,2015,7,longliner
440549000,2015,8,longliner
440549000,2015,9,longliner
440549000,2015,10,longliner
440574000,2015,11,longliner
440574000,2015,1,longliner
440574000,2015,2,longliner
440574000,2015,3,longliner
440574000,2015,4,longliner
440574000,2015,5,longliner
440574000,2015,6,longliner
440574000,2015,7,longliner
440574000,2015,8,longliner
440574000,2015,9,longliner
440574000,2015,10,longliner
440574000,2015,11,longliner
440604000,2015,12,longliner
440604000,2015,1,longliner
440604000,2015,2,longliner
440604000,2015,3,longliner
440604000,2015,4,longliner
440604000,2015,7,longliner
440604000,2015,8,longliner
440604000,2015,9,longliner
440604000,2015,10,longliner
440604000,2015,11,longliner
440644000,2015,12,purse_seine
440644000,2015,1,purse_seine
440644000,2015,3,purse_seine
440644000,2015,4,purse_seine
440644000,2015,5,purse_seine
440644000,2015,6,purse_seine
440644000,2015,7,purse_seine
440644000,2015,8,purse_seine
440644000,2015,9,purse_seine
440644000,2015,10,purse_seine
440644000,2015,11,purse_seine
440809000,2015,12,longliner
440809000,2015,1,longliner
440809000,2015,2,longliner
440809000,2015,3,longliner
440809000,2015,4,longliner
440809000,2015,5,longliner
440809000,2015,6,longliner
440809000,2015,7,longliner
440809000,2015,8,longliner
440809000,2015,9,longliner
440809000,2015,10,longliner
440809000,2015,11,longliner
440822000,2015,12,purse_seine
440822000,2015,2,purse_seine
440822000,2015,6,purse_seine
440822000,2015,7,purse_seine
440822000,2015,8,purse_seine
441066000,2015,1,purse_seine
441066000,2015,2,purse_seine
441066000,2015,3,purse_seine
441066000,2015,4,purse_seine
441066000,2015,5,purse_seine
441066000,2015,6,purse_seine
441066000,2015,7,purse_seine
441066000,2015,8,purse_seine
441066000,2015,9,purse_seine
441066000,2015,10,purse_seine
441066000,2015,11,purse_seine
510014000,2015,12,longliner
510014000,2015,5,longliner
510014000,2015,6,longliner
510014000,2015,7,longliner
510014000,2015,8,longliner
510014000,2015,9,longliner
510014000,2015,10,longliner
510014000,2015,11,longliner
520050000,2015,12,longliner
520050000,2015,6,longliner
520050000,2015,7,longliner
520050000,2015,8,longliner
520050000,2015,9,longliner
520050000,2015,10,longliner
520050000,2015,11,longliner
538060004,2015,12,purse_seine
538060004,2015,7,purse_seine
538060004,2015,8,purse_seine
538060004,2015,9,purse_seine
538060004,2015,10,purse_seine
538060004,2015,11,purse_seine
553111643,2015,12,purse_seine
553111643,2015,1,purse_seine
553111643,2015,2,purse_seine
553111643,2015,3,purse_seine
553111643,2015,4,purse_seine
553111643,2015,5,purse_seine
553111643,2015,6,purse_seine
553111643,2015,7,purse_seine
553111643,2015,8,purse_seine
553111643,2015,9,purse_seine
553111643,2015,10,purse_seine
553111643,2015,11,purse_seine
553111735,2015,12,purse_seine
553111735,2015,1,purse_seine
553111735,2015,2,purse_seine
553111735,2015,3,purse_seine
553111735,2015,4,purse_seine
553111735,2015,5,purse_seine
553111735,2015,6,purse_seine
553111735,2015,7,purse_seine
553111735,2015,8,purse_seine
553111735,2015,9,purse_seine
553111735,2015,10,purse_seine
553111735,2015,11,purse_seine
553111740,2015,12,purse_seine
553111740,2015,9,purse_seine
553111740,2015,10,purse_seine
553111740,2015,11,purse_seine
735057565,2015,12,purse_seine
735057565,2015,1,purse_seine
735057565,2015,2,purse_seine
735057565,2015,3,purse_seine
735057565,2015,4,purse_seine
735057565,2015,5,purse_seine
735057565,2015,6,purse_seine
735057565,2015,7,purse_seine
735057565,2015,8,purse_seine
735057565,2015,9,purse_seine
735057565,2015,10,purse_seine
735057565,2015,11,purse_seine
