mmsi,months_2015
412326878,"5,9,10,11"
412329694,"1,2,3,4,5,6,7,8,9,10,11,12"
412331754,"1,2,3,4,5,8,9,10,12"
412332666,"3,4,5,6,7,8,9,11"
412349332,"9,10,11,12"
412353012,"3,4,5,6,8,9,11,12"
412402510,"3,5,6,7,8,9,10,11,12"
412413207,"1,2,3"
412413294,"1,3,4,5,8,9,10,11,12"
412413987,"1,2,8,9,11,12"
412416543,"1,2,3,4,5,11"
412417368,"1,2,3,4,9,10,11,12"
412417375,"1,3,4,5,11"
412420113,"1,4,5,8,9,11,12"
412422683,"1,2,3,4,5,6,8,9,10,11,12"
412427901,"1,2,3,4,5,7,8,9,10,11,12"
412428847,"5,8,9,10,11,12"
412434232,"2,3,5,6,7,8,9,10,11,12"
412435108,"8,9,10"
412436315,"4,9,10,11"
412436395,"1,3,4,5,12"
412436564,"2,3,8,9,11,12"
412443226,"4,5,8,11,12"
412449013,"3,5,7,8,9,10,11,12"
412449303,"5,6,7,8,9,10"
412451035,"2,3,5,8,9,11"
412460108,"1,2,5,8,9"
412462626,"1,2,3,4,5,9,10,11,12"
412464585,"3,4,5,8,9,10,11,12"
412464768,"1,2,8,9,10,11"
412470513,"1,2,3,4,5,8,9,10,11,12"
412854785,"1,2,3,8,9"
413007018,"5,7,8,9,10,11,12"
413249760,"4,5,6,7,8,9,10,11,12"
413359160,"1,2,3,4,8,9,12"
413775608,"9,10,11,12"
413781495,"1,4,6,7,8,9,10,11,12"
413787833,"1,5,6,7,8,9,10,11,12"
413812853,"1,4,5,6,7,8,9,10,11,12"
413814759,"1,2,4,5,6,8,11"
413817042,"1,2,3,4,5,6,7,8,9,10,11,12"
413854214,"3,4,8,9,11,12"
413952099,"1,2,3,4,5,7,8,9,10,11,12"
413952991,"1,2,3,4,5,7,11,12"
416059670,"5,7,8,9,11"
419020400,"1,2,3,4,5,12"
419064300,"1,2,3,4,5,6,7,8,9,10,11,12"
428381000,"2,5,6,7,8,9,10,11"
440002645,"1,2,5,6,7,8,9"
440103270,"3,4,5,6,7,8,9,11,12"
440117740,"1,2,3,4,5,6,7,8,9,10,12"
518348000,"3,4,5,8"
538003761,"1,2,3,4,5,6,7,8,9,10,11,12"
538005340,"1,2,3,4,5,6,7,8,9,10,11,12"
563242000,"1,2,3,4,5,6,7,8,9,10,11,12"
710000975,"3,8,10,11,12"
710289219,"7,8,9,10,11,12"
745003500,"1,2,3,4,6,7,8"
775911000,"1,2,3,4,5,6,7,8"
800038035,"2,3,4,8,9"
808464440,"1,2,3,4,5,6,7,8,9,10,11,12"
900006259,"1,2,4,5,6,7,8,9,10,11"
900019558,"1,2,3,4,5,6,8,9,10,11,12"
